"","spot_1_1","spot_1_2","spot_1_3","spot_1_4","spot_1_5","spot_1_6","spot_1_7","spot_1_8","spot_1_9","spot_2_1","spot_2_2","spot_2_3","spot_2_4","spot_2_5","spot_2_6","spot_2_7","spot_2_8","spot_2_9","spot_3_1","spot_3_2","spot_3_3","spot_3_4","spot_3_5","spot_3_6","spot_3_7","spot_3_8","spot_3_9","spot_4_1","spot_4_2","spot_4_3","spot_4_4","spot_4_5","spot_4_6","spot_4_7","spot_4_8","spot_4_9","spot_5_1","spot_5_2","spot_5_3","spot_5_4","spot_5_5","spot_5_6","spot_5_7","spot_5_8","spot_5_9","spot_6_1","spot_6_2","spot_6_3","spot_6_4","spot_6_5","spot_6_6","spot_6_7","spot_6_8","spot_6_9","spot_7_1","spot_7_2","spot_7_3","spot_7_4","spot_7_5","spot_7_6","spot_7_7","spot_7_8","spot_7_9","spot_8_1","spot_8_2","spot_8_3","spot_8_4","spot_8_5","spot_8_6","spot_8_7","spot_8_8","spot_8_9","spot_9_1","spot_9_2","spot_9_3","spot_9_4","spot_9_5","spot_9_6","spot_9_7","spot_9_8","spot_9_9","spot_10_3","spot_10_4","spot_10_5","spot_10_6"
"Znrf1",0,0,0,2,3,3,3,0,2,0,0,2,2,5,3,8,3,3,1,4,2,1,0,5,1,4,2,0,2,7,2,2,12,4,2,2,3,5,0,2,10,4,4,3,1,0,1,0,5,3,0,9,1,3,2,6,5,3,3,4,5,2,3,2,1,1,1,3,0,6,5,1,0,3,0,5,0,4,2,4,0,0,2,0,1
"Ldhd",0,0,0,4,0,0,2,0,1,0,0,5,3,7,6,4,4,1,0,2,3,6,0,8,2,3,2,3,1,7,5,3,5,2,3,2,2,2,2,5,2,3,1,2,4,4,3,5,0,2,3,7,4,1,1,6,7,4,0,5,3,0,1,1,5,0,1,6,0,2,1,2,2,3,1,11,1,2,3,1,1,0,0,2,4
"Tmem170",0,0,0,2,4,0,0,0,0,0,1,1,0,1,1,2,2,3,2,0,3,0,0,0,1,0,0,0,1,3,3,0,5,0,4,0,1,2,1,1,3,2,3,0,1,0,0,7,4,2,0,1,0,1,0,2,6,3,0,0,2,2,1,4,1,0,1,3,1,2,1,1,0,0,0,2,1,2,0,4,2,0,0,1,0
"Chst5",1,0,0,1,1,2,1,0,0,1,0,6,3,7,6,5,4,5,2,6,6,7,2,6,3,1,1,1,4,2,3,9,6,5,4,3,4,3,2,2,6,2,4,1,3,2,1,10,1,2,0,9,3,1,2,1,5,5,4,2,7,1,1,6,5,3,2,5,0,3,7,1,7,2,0,3,1,6,2,1,0,1,1,1,1
"Adat1",1,3,0,2,2,5,1,0,1,0,4,5,2,3,5,8,5,0,5,1,6,3,0,2,2,3,0,5,2,5,3,2,5,1,3,1,1,6,1,1,2,6,2,2,1,0,1,3,0,3,2,2,2,1,1,3,3,4,4,3,2,1,1,2,0,1,6,4,0,2,1,2,5,2,2,3,1,4,1,2,1,0,2,0,1
"Kars",1,1,0,5,12,5,4,0,1,2,4,14,9,6,7,8,7,7,6,5,15,8,3,6,2,6,4,4,3,14,6,4,7,3,8,3,8,4,5,8,6,7,8,3,6,0,3,13,4,8,1,4,7,3,2,5,10,13,8,7,12,1,2,5,14,7,4,9,9,9,2,8,2,2,4,3,2,5,3,11,1,0,1,2,3
"Terf2ip",0,1,0,1,3,4,0,0,1,1,0,5,2,6,3,6,2,6,0,0,5,3,1,1,5,2,2,3,2,4,4,2,3,8,2,2,1,6,6,8,8,5,6,1,6,0,1,8,3,5,2,8,2,5,1,4,5,9,3,2,3,0,1,1,2,2,2,3,5,2,2,2,2,0,0,2,0,3,0,0,0,1,1,2,1
"Mon1b",0,2,0,2,2,7,1,0,2,1,2,3,1,4,5,9,4,1,1,4,8,5,2,0,4,3,1,4,1,11,1,4,5,1,1,1,3,5,2,5,1,5,5,3,2,0,2,10,7,4,3,1,3,3,1,4,10,5,7,5,4,0,3,1,6,3,3,6,2,2,5,2,5,0,0,4,3,4,2,6,1,0,0,2,3
"Adamts18",0,0,1,0,4,5,1,0,0,2,0,2,0,3,0,1,4,3,0,2,1,1,3,2,4,1,1,0,0,2,0,4,3,3,4,0,4,0,0,6,5,5,2,1,2,0,0,3,0,3,2,3,2,2,3,0,8,1,3,3,2,0,3,2,6,1,1,2,0,5,1,3,2,0,0,2,3,2,2,2,1,0,0,0,3
"Clec3a",0,1,0,3,4,2,1,0,0,2,0,4,2,1,2,7,1,0,2,7,1,1,2,3,2,2,1,3,1,4,1,3,4,4,2,2,2,3,3,4,6,3,5,0,2,0,2,2,3,3,4,3,2,1,3,3,3,4,3,0,5,0,1,1,6,1,0,5,2,2,4,2,5,1,2,4,4,3,3,12,1,2,1,1,2
"Wwox",0,0,0,2,2,2,2,0,1,0,2,4,2,4,2,2,5,0,0,6,6,3,1,3,0,7,3,2,2,0,2,1,3,1,3,3,0,3,2,3,2,0,1,1,3,1,2,6,3,1,1,7,5,3,1,2,5,4,5,1,6,3,2,3,4,3,0,2,4,5,3,1,2,2,0,1,2,5,4,2,1,0,0,0,3
"Cdyl2",2,0,0,2,6,6,0,0,0,1,0,6,2,3,5,8,0,3,1,3,7,4,1,2,1,5,2,2,2,8,3,3,7,3,0,0,1,3,2,7,1,6,2,4,4,0,3,7,5,1,3,2,5,3,3,4,10,6,4,2,2,0,2,2,4,2,0,6,1,5,0,2,1,1,1,5,2,1,5,6,0,1,1,0,0
"Cenpn",1,0,0,4,1,2,1,1,0,1,2,3,2,2,2,4,1,2,0,1,1,1,1,1,2,1,2,2,1,6,1,1,0,3,2,1,2,4,1,3,3,3,1,3,1,0,3,3,0,2,1,3,0,1,2,1,8,2,4,5,8,0,1,3,0,4,1,0,1,3,0,2,4,1,0,1,1,3,6,2,0,0,0,0,1
"Atmin",0,1,2,5,6,9,2,0,1,2,4,6,9,8,12,9,7,3,6,6,2,8,1,8,7,8,1,1,5,10,5,4,9,3,9,3,5,6,3,5,4,11,5,7,6,0,4,6,5,10,8,8,5,5,4,9,15,12,11,8,9,3,7,5,6,7,2,5,1,4,8,6,5,0,7,3,3,5,4,5,3,0,0,2,6
"Pkd1l2",0,0,0,1,1,0,1,0,0,0,0,4,4,2,2,0,1,2,2,3,5,4,0,2,0,1,0,1,2,7,1,3,4,1,1,1,2,1,2,4,1,2,3,0,2,0,4,2,2,3,2,4,3,0,1,1,3,3,5,1,2,0,0,2,3,3,3,3,0,3,0,1,3,3,0,5,0,0,1,5,0,0,0,0,0
"Gan",0,0,0,0,5,2,0,0,0,0,1,4,5,1,3,5,1,1,0,2,8,7,2,5,1,1,0,2,1,10,0,1,5,3,3,1,3,0,2,8,1,2,4,3,1,0,5,6,0,4,4,6,3,3,1,6,6,2,5,4,9,0,0,2,2,1,2,6,3,4,1,1,2,0,1,2,2,1,5,2,1,0,1,1,2
"Plcg2",0,0,1,1,1,1,1,0,0,0,1,2,1,0,0,3,2,2,1,1,4,2,1,6,2,0,2,2,2,3,2,0,2,1,1,2,4,3,1,2,2,1,4,0,2,1,2,1,1,3,0,3,2,2,2,2,3,5,0,5,2,0,1,2,2,0,0,4,0,1,4,2,2,0,0,4,1,4,1,4,0,2,0,0,1
"Sdr42e1",1,0,0,0,2,6,0,0,0,1,1,5,4,5,6,4,5,1,3,4,4,4,3,5,0,4,0,2,1,10,3,3,4,4,4,5,6,0,0,2,6,3,4,4,2,1,3,4,2,9,3,8,3,0,5,3,9,4,4,3,2,4,3,3,8,3,3,2,0,4,1,4,0,2,3,7,2,1,2,1,0,1,1,1,6
"Mlycd",2,0,0,4,7,5,1,0,2,0,6,5,5,2,4,8,4,4,2,2,7,6,3,6,5,8,1,4,2,12,6,6,14,1,6,6,2,1,2,3,11,5,5,5,6,2,3,2,3,7,4,3,5,5,5,2,9,4,5,3,1,3,2,5,6,3,2,4,0,6,4,3,2,3,4,4,6,6,3,3,1,0,2,2,2
"Osgin1",0,0,1,2,1,1,0,0,2,2,2,9,2,0,2,1,2,1,0,1,3,0,0,6,5,6,0,4,2,4,1,5,4,2,1,1,4,5,0,7,6,3,7,3,2,0,3,7,1,3,0,6,1,3,5,4,10,1,7,4,7,0,1,2,5,1,4,0,2,1,0,0,1,1,2,5,1,6,7,3,0,0,0,0,5
"Slc38a8",0,0,0,2,3,3,0,1,0,0,4,4,1,1,3,6,2,2,0,2,6,4,0,4,5,3,0,2,1,5,4,3,2,3,3,2,2,4,4,5,1,1,2,0,4,0,1,1,4,4,3,7,1,2,0,4,2,3,4,3,5,1,3,6,3,1,0,2,0,3,1,3,2,2,0,2,0,3,3,4,1,0,1,0,1
"Mbtps1",0,2,1,1,5,7,2,0,0,0,6,13,1,4,6,5,4,5,0,4,6,3,5,6,4,4,0,4,2,7,6,9,6,6,4,6,8,9,3,7,7,2,4,5,6,3,5,13,5,6,3,10,2,1,5,3,7,12,3,3,7,1,1,6,5,4,4,9,5,0,6,6,3,2,5,6,3,5,2,7,1,0,0,1,1
"Dnaaf1",0,0,1,1,0,2,2,0,0,0,1,5,0,3,2,3,3,4,2,2,5,2,2,7,2,7,1,5,4,3,6,3,2,3,1,0,2,3,2,3,3,4,2,1,3,0,0,6,0,2,3,5,1,2,0,2,8,4,2,5,2,1,2,2,3,2,2,3,1,3,4,0,7,3,1,7,2,2,0,3,0,0,0,1,1
"Taf1c",1,0,0,1,5,4,2,0,0,2,0,5,1,4,4,6,5,3,4,6,3,2,1,1,0,3,4,1,3,6,4,3,8,3,8,5,4,2,2,5,3,4,2,4,4,1,3,8,8,3,7,7,1,3,3,4,5,8,7,2,4,0,1,6,5,3,1,4,0,4,0,2,1,2,2,1,0,1,3,2,2,1,1,0,1
"Adad2",0,0,0,1,1,1,4,0,0,0,0,6,1,4,3,0,1,3,0,4,3,4,1,3,2,1,1,1,0,3,4,2,6,5,4,0,3,2,0,4,2,2,2,1,2,1,0,3,2,2,0,2,3,1,0,5,6,3,4,4,4,0,3,2,3,4,2,2,1,2,0,2,5,2,0,3,1,3,0,1,1,0,0,1,2
"Atp2c2",0,0,0,0,0,3,0,0,0,0,2,4,0,0,3,3,1,0,0,0,3,1,3,0,0,2,0,0,1,0,2,2,2,1,0,1,1,2,1,1,2,2,2,1,0,0,0,6,3,0,1,3,3,3,2,1,1,9,3,0,2,2,1,1,3,0,1,3,2,0,1,1,1,1,2,5,1,0,0,5,0,1,1,0,5
"Tldc1",0,0,0,2,0,2,0,0,0,1,2,0,3,0,4,1,3,0,0,3,4,1,0,2,1,1,1,0,2,5,1,2,3,0,3,0,2,1,0,4,1,5,3,4,5,0,2,2,1,2,6,3,0,2,3,0,7,2,2,4,6,0,2,1,4,1,2,2,1,4,3,2,2,0,2,3,0,3,0,5,0,1,0,0,1
"Klhl36",1,0,0,1,3,3,1,0,1,0,3,4,2,1,3,8,3,2,2,3,7,2,0,4,3,6,0,4,2,6,5,6,4,1,4,1,4,4,1,4,6,4,5,4,2,1,2,11,7,4,0,4,2,0,2,4,11,5,7,6,9,1,1,9,6,6,6,5,2,6,2,2,5,2,5,2,1,3,2,5,1,0,1,0,4
"Zdhhc7",0,0,3,4,6,3,2,0,3,0,4,10,9,6,5,5,9,4,0,3,9,4,5,11,1,5,2,7,10,11,7,8,8,6,9,1,6,5,6,6,6,4,10,3,3,0,4,15,6,5,9,3,3,5,1,3,9,17,12,7,7,2,4,3,2,2,2,9,7,4,3,4,3,4,2,5,0,5,5,3,0,0,3,1,3
"Zcchc14",2,2,4,4,0,3,1,0,0,0,3,15,5,12,9,9,3,2,4,4,7,7,4,11,3,3,3,12,2,14,7,7,18,6,9,1,6,7,2,10,17,9,8,5,5,1,8,14,4,8,4,6,7,5,5,8,7,19,12,6,6,10,4,5,10,12,6,8,0,6,4,4,7,4,1,7,3,4,5,5,1,0,3,2,2
"Trhr2",0,2,0,1,1,2,2,0,1,1,1,4,2,5,4,6,1,3,0,2,4,4,0,3,4,4,1,5,2,6,2,2,8,1,3,1,1,4,1,3,1,4,3,0,2,0,2,2,2,4,0,3,3,4,2,2,7,5,3,1,5,0,1,4,2,3,5,3,3,6,2,0,0,2,0,3,0,1,3,3,0,0,0,2,5
"Galns",0,3,2,0,4,4,2,0,0,0,0,4,2,0,3,5,5,3,0,2,2,6,2,3,4,2,0,2,1,1,5,5,6,3,4,0,4,5,3,4,4,5,1,4,0,0,0,6,4,5,2,4,3,0,2,5,6,8,5,1,3,2,0,5,2,0,1,1,0,3,0,1,2,2,2,5,1,1,1,4,2,2,0,2,2
"Fanca",0,3,1,0,1,9,1,0,0,0,2,5,1,4,6,7,5,3,0,1,4,3,3,6,1,4,0,2,4,0,1,2,5,4,9,1,3,1,3,6,4,2,2,4,3,2,4,5,2,6,2,5,0,4,2,3,9,8,6,7,7,1,2,5,5,3,2,5,0,5,6,0,1,0,3,1,0,2,0,2,1,0,0,1,2
"Abcb10",0,0,0,0,4,2,0,0,0,2,2,8,5,1,1,6,3,1,2,4,1,1,3,4,1,4,2,2,2,8,4,4,7,3,5,2,8,5,3,2,2,6,2,5,2,0,0,14,3,3,0,7,2,2,1,6,7,3,7,4,7,0,1,6,5,5,3,9,2,7,3,3,0,1,2,7,2,2,4,6,0,0,1,0,3
"Taf5l",0,0,0,0,4,4,1,0,0,1,0,6,0,5,6,4,5,1,0,2,1,4,2,6,0,4,0,3,0,5,0,0,7,3,0,1,4,2,1,5,4,6,6,0,2,0,3,5,4,1,0,5,2,2,2,0,5,6,6,8,4,4,0,2,6,1,2,3,0,5,2,4,4,1,0,5,1,4,4,3,0,0,1,0,1
"Cog2",2,0,0,0,2,0,3,0,0,0,0,8,3,3,1,13,3,2,0,0,11,1,2,3,2,3,2,0,1,8,3,4,7,0,5,4,2,4,0,0,4,4,2,2,0,0,0,4,1,2,2,10,2,3,1,0,4,2,5,5,4,3,4,4,7,4,5,4,0,7,5,2,1,0,0,6,1,5,4,7,0,1,0,2,7
"Capn9",0,0,0,0,0,3,0,0,1,0,0,4,2,0,3,4,1,3,0,0,2,2,1,2,4,1,0,0,0,1,2,1,7,0,2,2,2,3,2,3,1,1,1,2,2,0,2,6,1,3,3,4,0,0,1,5,3,2,1,3,3,0,0,3,2,1,1,2,2,4,3,3,3,2,1,2,0,1,2,1,1,0,0,0,0
"Ttc13",0,0,0,2,2,3,1,0,0,0,2,1,1,3,1,3,3,2,0,2,3,4,1,2,1,2,4,3,2,4,1,1,4,0,7,0,1,2,1,8,4,1,6,3,4,2,1,7,2,3,2,5,1,3,0,3,6,5,5,5,4,0,0,1,4,4,3,4,0,7,1,1,2,1,0,7,1,2,1,6,0,1,1,0,1
"Trim67",1,1,0,2,0,4,2,0,0,0,4,3,1,1,3,5,5,1,1,3,2,3,4,4,1,3,0,0,3,4,4,2,6,4,1,4,5,5,3,7,5,6,4,1,0,0,3,5,3,0,0,2,0,2,2,6,7,2,3,7,2,3,2,2,4,5,1,6,2,4,2,4,2,2,1,4,1,1,0,5,0,1,0,1,2
"Gnpat",0,1,2,0,2,4,0,0,1,1,1,6,3,3,2,9,4,6,1,4,4,1,2,6,0,6,0,2,0,4,4,7,7,5,4,0,1,0,0,3,4,2,2,5,1,1,1,6,1,2,1,5,2,0,2,1,2,3,3,0,2,0,2,5,1,3,4,4,1,3,3,2,0,2,2,2,0,5,3,2,3,0,2,0,1
"Exoc8",2,0,3,5,3,4,1,0,2,0,2,9,3,2,6,12,3,3,2,6,9,6,3,5,8,8,3,2,2,5,3,2,4,5,8,2,6,7,0,6,3,8,4,5,5,1,2,11,5,5,0,8,4,2,4,6,7,7,7,9,5,0,3,2,3,3,4,5,0,2,2,4,4,0,5,4,0,1,2,2,0,2,0,1,3
"Sprtn",0,2,0,1,5,4,2,0,2,0,2,4,2,4,4,4,6,2,1,3,2,2,3,11,0,2,2,2,2,6,2,6,10,3,5,2,3,5,1,0,0,3,5,2,4,0,2,5,0,4,0,2,3,2,5,5,3,5,7,0,7,0,1,2,10,4,1,6,0,1,5,0,4,1,2,10,0,4,3,2,0,0,2,0,3
"Egln1",1,1,1,3,11,10,6,0,3,0,2,13,12,15,9,16,16,31,5,10,12,9,6,14,9,11,5,12,2,19,8,17,11,6,13,8,3,6,1,11,15,15,16,5,6,1,2,21,14,10,4,18,17,5,1,7,16,8,14,11,13,7,5,8,9,9,5,14,8,6,10,6,1,4,3,6,1,10,6,12,3,1,3,1,8
"Disc1",0,0,0,1,2,0,0,0,2,0,1,1,0,5,3,4,4,3,1,0,4,5,1,1,3,3,0,2,4,5,1,4,2,2,2,0,1,1,3,2,2,3,4,0,1,0,3,6,0,1,0,4,2,1,2,7,7,5,4,0,6,1,4,2,1,2,4,1,0,1,3,2,4,1,3,2,1,0,0,5,2,0,0,1,0
"Map10",0,0,0,2,1,0,2,0,0,0,2,1,3,0,2,3,4,1,0,3,4,1,0,0,5,2,1,0,0,3,3,2,1,2,2,1,3,0,0,0,2,1,6,0,3,0,1,4,0,1,2,6,1,0,1,3,5,2,4,1,4,1,0,3,1,3,0,3,1,3,0,1,2,0,0,0,0,0,1,1,0,1,1,0,1
"Kcnk1",0,0,0,4,6,4,4,0,4,2,2,11,1,7,1,18,5,6,7,1,14,7,2,9,2,6,6,7,9,9,3,1,8,6,7,6,7,8,2,6,7,11,4,5,8,1,3,7,9,1,5,7,5,5,3,12,8,11,11,8,4,1,6,9,6,2,4,7,2,10,4,5,5,1,3,8,1,3,6,3,3,2,0,0,4
"Rbm34",0,2,0,1,5,2,1,0,0,0,5,3,4,5,0,1,6,5,2,4,2,7,3,0,4,4,2,3,0,4,0,4,6,1,9,1,2,4,4,2,4,4,1,3,3,1,4,7,2,4,4,7,2,1,1,3,2,4,6,2,2,0,3,2,5,3,4,3,0,4,1,2,2,1,2,6,0,3,1,4,1,0,0,1,2
"Pard3",0,0,0,2,2,6,3,0,0,1,0,7,3,4,3,0,7,4,1,7,2,2,1,6,2,7,1,5,1,5,3,4,8,5,3,2,0,4,2,12,1,3,4,0,0,0,3,6,4,2,4,7,2,3,0,3,2,3,5,7,5,2,2,4,4,1,7,8,0,1,3,1,0,0,2,2,0,6,1,2,2,0,0,1,1
"Alkbh8",1,1,0,2,5,1,2,0,0,4,1,7,4,5,4,3,4,4,2,0,2,4,1,4,2,3,0,2,3,5,5,6,4,5,4,2,4,4,2,3,6,5,3,5,4,0,2,5,2,2,1,6,4,2,2,7,4,9,6,3,4,0,0,6,6,2,1,3,2,2,6,4,4,1,1,1,2,0,1,3,2,0,1,0,2
"Cwf19l2",0,1,2,1,1,2,0,0,0,0,1,4,0,1,1,3,4,3,1,3,1,3,3,3,2,2,0,2,1,3,3,0,6,7,2,1,2,2,0,1,2,2,3,3,2,0,1,4,1,2,3,6,3,0,4,6,5,5,3,3,5,1,2,8,4,2,2,2,2,3,3,1,4,2,3,6,1,3,2,7,0,0,1,0,0
"Gucy1a2",1,0,0,1,5,6,1,0,0,1,2,12,0,2,6,4,5,6,1,2,12,6,0,7,4,2,1,2,5,11,5,5,6,3,0,1,3,3,3,6,6,5,7,1,2,2,3,10,1,2,2,9,3,1,2,4,10,5,3,4,8,0,5,4,6,0,1,7,0,5,4,1,4,3,3,7,0,6,3,4,0,1,0,0,5
"Msantd4",0,1,0,0,2,5,3,0,1,1,1,6,2,0,2,4,3,1,0,4,2,1,4,5,4,3,1,2,0,7,6,2,4,5,0,3,1,1,2,8,5,2,1,2,3,1,1,4,3,5,4,5,3,1,3,3,8,6,6,6,2,1,3,3,2,4,3,1,2,3,3,1,0,1,2,6,1,2,3,5,1,0,1,2,0
"Dync2h1",0,0,1,1,0,1,2,0,0,0,2,2,0,3,3,3,1,0,0,2,2,1,2,3,0,3,0,0,0,1,2,1,2,0,1,0,1,2,0,7,0,1,1,0,1,0,2,7,0,0,0,2,1,1,0,3,0,2,4,2,2,2,1,4,1,3,0,1,2,9,3,1,2,1,1,3,2,3,1,2,1,0,0,0,1
"Mmp13",0,0,0,2,0,2,1,0,2,0,0,2,2,3,5,2,2,0,0,2,2,1,0,3,0,1,3,5,1,3,1,1,3,0,1,0,2,1,0,0,3,0,5,3,2,0,3,5,4,6,2,6,3,0,0,0,8,2,0,5,3,0,0,4,7,0,1,4,3,0,2,4,3,1,0,3,0,1,1,3,1,0,0,0,2
"Mmp12",0,1,0,0,1,1,0,0,0,0,0,2,0,4,0,2,0,2,2,1,4,0,1,3,0,1,2,2,0,3,0,0,4,2,1,1,4,0,3,0,3,3,1,2,0,1,2,4,1,3,1,3,2,0,1,2,2,5,1,0,2,0,2,2,3,0,1,1,0,3,1,0,1,1,1,2,0,0,0,2,0,0,0,0,2
"Mmp8",0,2,0,5,3,2,1,0,1,0,1,5,2,3,5,9,3,3,1,6,5,2,4,4,1,1,1,1,3,5,1,4,6,1,2,1,4,4,0,3,7,2,3,2,1,0,3,5,6,6,1,5,4,1,2,7,8,10,7,3,3,3,3,3,4,2,2,5,2,5,1,2,6,0,2,7,0,6,5,6,1,0,1,0,3
"Mmp20",0,0,0,1,0,1,0,0,1,2,2,3,1,2,3,2,1,1,0,1,4,3,0,7,3,4,2,3,2,1,0,7,2,1,2,4,4,0,0,3,1,2,5,1,1,0,2,1,0,5,4,8,1,2,0,3,4,0,4,1,2,1,0,4,3,1,0,5,0,4,2,3,2,1,1,4,0,2,0,7,1,0,1,0,1
"Yap1",1,0,2,0,1,3,0,0,0,0,0,4,2,2,1,1,0,2,2,5,1,0,1,1,2,4,0,0,8,3,3,4,2,0,0,0,8,0,0,6,0,4,7,8,2,0,4,12,3,4,4,3,2,1,3,0,4,7,5,6,5,0,1,7,0,3,3,3,2,3,1,3,4,1,2,1,1,1,3,2,1,2,0,1,3
"Pgr",0,0,0,2,1,2,3,0,0,0,0,2,1,3,5,1,2,0,2,4,6,1,3,0,1,1,4,0,1,2,4,2,4,5,1,0,1,0,1,3,1,0,3,4,3,0,0,6,3,0,1,4,4,1,4,2,5,3,1,2,4,0,6,0,3,3,2,5,1,5,3,2,3,0,2,2,0,1,3,4,0,2,1,0,3
"Maml2",0,0,2,4,3,5,2,0,0,0,1,4,3,3,1,3,2,7,2,2,5,4,1,4,1,3,1,3,1,1,1,3,6,4,2,1,1,3,2,5,2,2,0,2,3,0,1,13,4,4,3,9,0,2,4,3,3,3,3,4,5,3,1,2,1,1,3,5,1,3,1,3,2,0,3,4,3,5,7,5,1,0,0,1,1
"Mtmr2",0,0,0,1,0,1,2,0,0,0,2,2,4,5,2,4,2,7,4,0,5,3,3,1,2,3,3,2,0,10,9,4,7,0,3,0,3,1,3,4,2,2,4,3,2,2,2,4,2,3,5,9,5,2,0,2,5,1,2,1,5,1,5,0,0,4,0,3,0,4,3,0,0,3,0,2,2,3,3,6,0,0,0,0,0
"Cep57",2,1,0,3,2,2,3,0,0,0,2,2,4,7,7,10,1,2,3,3,0,2,1,2,3,3,1,1,0,1,1,4,7,4,4,2,5,3,0,2,4,4,7,2,2,0,1,1,1,7,2,3,1,4,0,3,2,7,9,6,6,2,1,1,5,2,1,7,4,5,3,1,1,0,0,4,2,1,3,6,0,0,1,2,3
"Fam76b",0,0,0,0,2,0,0,0,2,0,0,1,0,2,1,2,2,0,0,2,4,2,0,0,4,3,0,1,2,1,1,4,1,3,1,0,0,2,2,5,1,2,5,3,0,0,0,3,1,4,0,3,3,0,0,4,2,4,7,4,6,1,2,4,2,1,0,3,0,2,3,1,1,1,0,2,1,5,0,2,0,0,1,0,1
"Sesn3",2,2,2,3,5,11,3,0,2,0,4,9,8,10,6,19,8,8,4,5,21,7,5,15,4,8,3,7,11,10,5,5,17,10,4,9,7,4,1,8,13,7,9,11,3,2,7,16,6,5,5,9,6,4,1,12,14,17,5,11,13,2,4,8,13,6,4,11,6,9,5,5,8,3,6,8,3,11,3,10,2,2,1,0,6
"Kdm4d",0,0,0,0,0,0,0,0,0,2,1,2,0,3,0,6,1,3,0,5,2,6,2,4,0,0,1,3,4,5,2,5,5,0,4,1,1,6,2,1,4,1,1,2,2,0,4,0,1,2,2,6,0,0,1,3,3,3,4,2,3,1,1,2,4,2,2,5,6,3,1,2,1,1,1,0,0,4,0,0,0,0,0,0,0
"Piwil4",0,0,1,1,0,1,1,0,1,0,2,1,1,1,0,5,7,0,0,2,3,0,1,0,1,0,1,5,0,7,2,2,5,1,5,0,2,1,0,2,7,4,8,1,3,0,0,4,0,2,4,5,2,0,0,4,2,3,1,3,3,2,1,1,4,2,4,4,1,4,4,4,4,1,1,3,1,3,3,5,2,1,0,2,0
"Fut4",0,0,0,2,1,3,2,0,0,0,1,5,3,2,4,3,3,3,2,3,8,2,2,2,1,4,3,2,5,3,4,4,9,2,5,2,2,2,1,3,5,2,6,2,0,1,1,6,2,3,1,3,5,2,1,1,6,4,1,2,4,3,4,5,5,1,2,2,1,3,1,3,5,3,2,4,1,3,2,7,1,0,2,1,3
"Ankrd49",0,0,0,2,4,4,5,0,0,0,4,4,4,2,1,2,3,4,0,2,4,5,2,4,0,0,0,3,4,6,3,5,10,0,3,0,4,5,2,4,6,8,7,3,0,0,4,5,1,3,0,11,4,0,6,5,8,6,8,6,7,4,4,5,4,2,2,6,4,3,3,3,5,3,0,6,0,6,5,3,2,0,2,2,6
"Mre11a",1,0,1,0,3,1,2,0,1,0,3,2,2,6,3,9,1,2,2,3,2,1,0,0,4,8,0,3,1,2,0,1,6,3,3,1,4,0,2,3,3,0,7,1,2,2,0,2,2,4,0,3,0,3,3,2,4,3,3,2,4,0,1,0,2,2,2,1,0,2,2,1,4,3,1,0,0,3,2,1,0,0,0,1,3
"Hephl1",1,2,1,2,7,14,3,0,2,1,1,11,9,8,7,12,5,7,5,6,5,3,9,9,8,3,2,4,5,9,7,8,12,2,5,2,2,6,1,7,3,12,10,0,0,2,12,17,7,4,0,8,7,3,7,7,11,14,8,8,7,5,6,8,10,8,5,14,3,13,4,4,11,5,3,11,1,10,7,7,2,2,5,1,4
"Vstm5",0,2,0,2,8,1,1,0,0,2,0,4,3,4,3,5,6,5,1,3,5,1,4,2,4,5,2,2,2,5,1,4,4,4,2,1,5,3,2,5,3,2,10,2,4,0,2,10,3,4,5,7,5,3,1,8,7,3,6,5,7,1,4,2,9,0,2,5,2,2,1,3,6,3,0,5,1,5,3,6,0,0,1,1,1
"Med17",0,0,0,3,2,3,0,0,1,0,2,4,1,1,3,2,0,1,1,2,3,2,0,5,0,1,1,3,3,8,1,1,5,3,3,1,0,0,2,4,3,0,5,1,1,0,3,4,4,2,1,3,3,3,5,4,9,3,6,2,3,1,2,1,3,3,2,3,2,5,2,3,0,2,2,5,0,2,3,4,0,0,1,0,5
"Ubtfl1",0,0,0,2,0,2,0,0,0,1,2,4,4,1,2,3,0,1,1,2,4,2,3,3,1,3,2,2,0,1,1,6,5,1,0,0,1,1,0,5,1,1,4,1,1,1,5,6,3,2,2,1,1,0,2,1,8,2,3,3,4,0,2,1,3,1,4,4,2,2,2,3,3,0,1,1,2,1,3,1,2,0,0,0,0
"Zfp317",0,0,0,2,4,2,0,0,2,0,2,2,0,2,2,6,5,2,4,0,3,4,3,1,5,4,1,2,2,4,4,1,0,3,3,0,2,2,2,11,3,4,5,3,3,2,3,10,5,1,0,4,2,1,1,8,4,8,1,6,4,2,2,6,5,0,2,5,2,3,6,0,3,2,8,6,1,3,5,1,1,2,1,0,2
"Zfp266",0,2,0,5,3,3,1,0,0,0,2,5,0,1,5,2,3,2,0,2,2,3,4,1,6,4,0,4,2,11,2,6,4,6,7,2,3,4,3,8,2,2,6,2,4,1,3,9,4,4,0,3,3,1,1,7,8,5,8,1,4,2,4,1,1,5,5,3,1,1,4,1,5,2,2,2,0,0,3,2,1,2,1,1,0
